channel,service,country,state,city,lat,lon,fac_callsign,arn,app_id,haat,da,erp,facility_id,rcamsl,ref az,ant_id
31,DT,US,MO,ST. LOUIS,383450,901945,KDNL-TV,BLCDT20021216AAE,619025,320.5,ND,1000,56524,474.4,,
39,DT,US,MO,ST. LOUIS,382856,902353,KETC,BLEDT20090804ABV,1325997,324.2,ND,142,62182,489.2,,
43,DT,US,MO,ST. LOUIS,383207,902223,KTVI,BLCDT20040903AAY,1010391,337,ND,1000,35693,496,,
16,DT,US,MS,BILOXI,304518,885644,WMAH-TV,BLEDT20110404AGM,1430653,474.4,DA,540,43197,511.8,0,101417
39,DT,US,MS,BILOXI,304322,890528,WLOX,BLCDT20091217AEF,1424935,366,DA,715,13995,412,220,96212
12,DT,US,MS,BOONEVILLE,344000,884505,WMAE-TV,BLEDT20091222ALO,1349799,223,ND,31,43170,382.5,,
34,DC,US,MS,BOONEVILLE,343945,883407,W34DV,BDFCDTA20120828AFY,1513454,0,DA,6.2,68905,251,0,110347
18,DT,US,MS,BUDE,312222,904504,WMAU-TV,BLEDT20090327ABW,1299564,340,ND,682,43184,462,,
35,DT,US,MS,COLUMBUS,334506,885240,WCBI-TV,BLCDT20020822ABO,610229,583.9,DA,708,12477,667.5,0,29621
39,DC,US,MS,FULTON,340330,881534,W39CA,BDFCDTA20130219ABJ,1541872,0,DA,15,68910,266.7,300,111777
15,DT,US,MS,GREENVILLE,333926,904218,WXVT,BLCDT20090612ACI,1296812,269,ND,330,25236,308.2,,
25,DT,US,MS,GREENWOOD,332234,903232,WMAO-TV,BLEDT20090612AAI,1312821,317.3,ND,815,43176,351,,
32,DT,US,MS,GREENWOOD,332223,903225,WABG-TV,BLCDT20051024ABR,1093311,572,DA,1000,43203,607,0,68863
48,DT,US,MS,GULFPORT,304448,890330,WXXV-TV,BLCDT20070809ABD,1429130,456,DA,300,53517,505,0,105042
22,DT,US,MS,HATTIESBURG,312420,891413,WHLT,BLCDT20091216AAL,1344842,243,ND,1000,48668,309.5,,
20,DC,US,MS,HOLLY SPRINGS,345007,891031,WBII-CD,BLDTA20090513AFM,1310761,0,DA,15,41883,280,280,89877
41,DT,US,MS,HOLLY SPRINGS,351633,894638,WBUY-TV,BLCDT20110719ACL,1435378,317,DA,1000,60830,412.2,0,99522
12,DT,US,MS,JACKSON,321426,902415,WJTV,BLCDT20111014ABR,1450440,491,ND,49.2,48667,581,,
20,DT,US,MS,JACKSON,321129,902422,WMPN-TV,BLEDT20080807AAP,1260187,482,ND,400,43168,572,,
21,DT,US,MS,JACKSON,321641,901740,WAPT,BLCDT20081126ALZ,1280960,332,DA,1000,49712,423,0,39758
23,DT,US,MS,JACKSON,320313,902023,WWJX,BLCDT20110824ABD,1441415,150,DA,20,166512,247,80,105290
30,DT,US,MS,JACKSON,321249,902256,WLBT,BLCDT20100119AEE,1353634,624,ND,535,68542,716,,
40,DT,US,MS,JACKSON,321249,902256,WDBD,BLCDT20090612ADU,1317317,598,DA,981,71326,690,330,85776
7,DT,US,MS,LAUREL,312712,891705,WDAM-TV,BLCDT20100129ABY,1354769,155,ND,75,21250,225,,
34,DT,US,MS,MAGEE,320718,893252,WRBJ-TV,BLCDT20110511AGB,1319527,374.6,DA,968,136749,501.2,120,87818
11,DT,US,MS,MERIDIAN,321938,884128,WTOK-TV,BLCDT20120203AAH,1485611,160,ND,90,4686,288.1,,
24,DT,US,MS,MERIDIAN,321940,884131,WMDN,BLCDT20090304ADW,1297548,182.1,ND,616,73255,310,,
31,DT,US,MS,MERIDIAN,321940,884131,WGBC,BLCDT20071024AAK,1214907,165.3,DA,828,24314,293.2,0,79209
44,DT,US,MS,MERIDIAN,320818,890536,WMAW-TV,BLEDT20100217AAZ,1357051,369,ND,880,43169,509,,
10,DT,US,MS,MISSISSIPPI STATE,332114,890900,WMAB-TV,BLEDT20090612AAH,1312819,349,ND,8,43192,491,,
49,DT,US,MS,NATCHEZ,314008,914130,WNTZ-TV,BLCDT20060630AAV,1135047,313,DA,1000,16539,327.8,0,38528
36,DT,US,MS,OXFORD,341728,894221,WMAV-TV,BLEDT20090612AAK,1312822,426.3,DA,273,43193,535.2,0,89996
34,DT,US,MS,SENATOBIA,344336,900943,WWTW,BLEDT20101210ACS,1411431,239,DA,20,84214,305,90,98001
8,DT,US,MS,TUPELO,334740,890516,WTVA,BLCDT20090612AGU,1315947,540.1,ND,16,74148,642.9,,
49,DT,US,MS,TUPELO,334740,890516,WEPH,BLCDT20110308AAO,1417210,453,DA,1000,83946,556.2,0,100494
41,DT,US,MS,VICKSBURG,321249,902256,WLOO,BLCDT20090603AAQ,1315877,598,DA,981,84253,690,330,87301
16,DT,US,MS,WEST POINT,334740,890516,WLOV-TV,BLCDT20070405ABC,1180185,508.9,DA,390,37732,611.6,0,78413
10,DT,US,MT,BILLINGS,454601,1082726,KTVQ,BLCDT20060802AYX,1142867,180,ND,26.1,35694,1230.4,,
11,DT,US,MT,BILLINGS,454535,1082714,KULR-TV,BLCDT20070521AFW,1185560,191,ND,16,35724,1243,,
16,DT,US,MT,BILLINGS,454609,1082726,KBGS-TV,BLEDT20090619ACP,1323432,167.1,ND,29.8,169030,1216,,
18,DT,US,MT,BILLINGS,454826,1082025,KSVI,BLCDT20090205ABS,1293610,227.5,ND,1000,5243,1265.5,,
8,DT,US,MT,BOZEMAN,454024,1105202,KUSM-TV,BLEDT20050926ALC,1079389,271,DA,17.9,43567,2110.8,0,69541
13,DT,US,MT,BOZEMAN,454024,1105202,KBZK,BLCDT20050825AAQ,1079870,271,DA,18.9,33756,2110.8,0,69691
42,DC,US,MT,BOZEMAN,454024,1105202,K42BZ-D,BLDTA20110217AAJ,1417941,0,DA,15,18083,2068.3,270,102782
5,DT,US,MT,BUTTE,460027,1122630,KXLF-TV,BLCDT20080716AHR,1251891,588,ND,10,35959,2564.3,,
6,DT,US,MT,BUTTE,460027,1122630,KTVM-TV,BLCDT20100629AVB,1378707,591.3,ND,19.2,18066,2566.3,,
19,DT,US,MT,BUTTE,460024,1122630,KWYB,BLCDT20080424ABB,1236747,585.2,DA,111,14674,2573,0,83344
5,DT,US,MT,GLENDIVE,470239,1044053,KXGN-TV,BLCDT20090622AEF,1318175,152.4,ND,1,24287,860.3,,
7,DT,US,MT,GREAT FALLS,473208,1111703,KRTV,BLCDT20130701AAV,1560684,153.5,DA,28.5,35567,1214.5,0,114151
8,DT,US,MT,GREAT FALLS,473208,1111702,KFBB-TV,BLCDT20071108ADA,1201538,143.3,ND,31,34412,1207,,
21,DT,US,MT,GREAT FALLS,473209,1111702,KUGF,BLEDT20101008ACG,1398594,152.7,ND,23.4,169028,1214.1,,
45,DT,US,MT,GREAT FALLS,473624,1112131,KTGF,BLCDT20101222AAH,1412667,160,DA,0.78,13792,1264,140,23503
22,DT,US,MT,HARDIN,454424,1080818,KHMT,BLCDT20090226AAD,1297384,247.5,ND,1000,47670,1348.1,,
12,DT,US,MT,HELENA,464935,1114233,KTVH-DT,BLCDT20100920ABN,1399010,713.2,ND,17.5,5290,2421,,
29,DT,US,MT,HELENA,464935,1114233,KMTF,BLCDT20060510ABS,1127951,697,DA,43.4,68717,2404.4,23,68037
9,DT,US,MT,KALISPELL,480048,1142155,KCFW-TV,BLCDT20090622ADR,1318189,850,ND,2.5,18079,2103,,
39,DC,US,MT,KALISPELL,480048,1142155,KAJJ-CD,BLDTA20120109ABE,1467053,0,ND,15,35453,2082,,
46,DT,US,MT,KALISPELL,480048,1142155,KUKL-TV,BLEDT20121211ABR,1532980,830,DA,23.4,169027,2083.2,0,105734
3,DT,US,MT,MILES CITY,462534,1055138,KYUS-TV,BLCDT20090622AFD,1318176,30.1,ND,1.03,5237,806,,
7,DT,US,MT,MISSOULA,470106,1140041,KPAX-TV,BLCDT20070209AAZ,1168658,653.5,ND,22.5,35455,2151.7,,
11,DT,US,MT,MISSOULA,464809,1135821,KUFM-TV,BLEDT20101008ACD,1399811,633.8,DA,12.3,66611,1909,0,93543
13,DT,US,MT,MISSOULA,470104,1140047,KECI-TV,BLCDT20100701BOM,1382289,610,ND,41.3,18084,2152,,
23,DT,US,MT,MISSOULA,470110,1140046,KTMF,BLCDT20090612AEQ,1316508,642,DA,92.6,14675,2148,0,87965
27,DC,US,MT,PABLO/RONAN,474625,1141604,KSKC-CD,BLDTL20090720ADP,1324119,0,DA,6.6,168332,1628,190,88263
13,DT,US,NC,ASHEVILLE,352532,824525,WLOS,BLCDT20101014ABR,1403157,849.4,DA,50,56537,1832.4,0,98872
25,DD,US,NC,ASHEVILLE,352532,824525,WUNF-TV,BLEDT20120615ACE,1497688,,,,69300,,,
25,DD,US,NC,ASHEVILLE,352532,824525,WUNF-TV,BLEDT20030401BAI,628839,816,DA,125,69300,1802,0,87421
25,DD,US,NC,ASHEVILLE,352532,824525,WUNF-TV,BLEDT20120615ACE,1497688,816,DA,125,69300,1783,0,108893
25,DD,US,NC,ASHEVILLE,352825,831923,WUNF-TV,BLEDT20120615ACE,1497688,187,DA,1.5,69300,754,90,108894
45,DT,US,NC,ASHEVILLE,351320,823258,WYCW,BLCDT20060615AAW,1132763,555,ND,1000,70149,1256,,
47,DT,US,NC,BELMONT,352144,810919,WJZY,BLCDT20080717AAP,1256178,553.5,ND,1000,73152,788.1,,
24,CA,US,NC,BOONE,361410,814224,WLNN-LP,BLTTL19970516JB,246232,0,ND,6.5,60888,1473,,
14,DT,US,NC,BURLINGTON,361454,793921,WGPX-TV,BLCDT20060418ADO,1125498,213,ND,95,65074,435.2,,
27,DT,US,NC,CANTON,353407,825427,WUNW,BLEDT20110921AAA,1443500,503,DA,50,83822,1421,0,103681
25,DT,US,NC,CHAPEL HILL,355159,791000,WUNC-TV,BLEDT20090824ABP,1328174,464,DA,1000,69080,609,0,87110
11,DT,US,NC,CHARLOTTE,351714,804145,WTVI,BLEDT20101222ABA,1412386,363,ND,2.57,10645,566,,
21,DC,US,NC,CHARLOTTE,351156,805236,W21CK-D,BLDTA20110706AAV,1434462,0,DA,0.25,67022,369,190,19585
22,DT,US,NC,CHARLOTTE,352049,811015,WCNC-TV,BLCDT20031211ABN,710938,577,DA,791,32326,812.6,0,64697
23,DT,US,NC,CHARLOTTE,352151,811113,WBTV,BLCDT19991025AEB,421252,565,ND,1000,30826,808,,
27,DT,US,NC,CHARLOTTE,351601,804405,WCCB,BLCDT20020227AAZ,595738,368,DA,1000,49157,576,0,28621
28,DC,US,NC,CHARLOTTE,352144,810919,WGTB-CD,BLDTA20121102ABD,1521956,0,DA,1.3,70097,646,230,108069
34,DT,US,NC,CHARLOTTE,351541,804338,WSOC-TV,BLCDT20040526ANW,971440,348,ND,1000,74070,565,,
44,DT,US,NC,CONCORD,352130,803637,WUNG-TV,BLEDT20100812ABM,1395121,420,DA,160,69124,612,0,105153
11,DT,US,NC,DURHAM,354005,783159,WTVD,BMLCDT20120814AAG,1510086,615,ND,45,8617,696.1,,
28,DT,US,NC,DURHAM,354035,783208,WRDC,BLCDT20090612AID,1316304,585,ND,725,54963,677.7,,
13,CA,US,NC,"DURHAM, ETC.",360358,785326,WUBX-CA,BLTVL19930223ID,182129,0,DA,0.105,70423,198,154,18319
20,DT,US,NC,EDENTON,355400,762045,WUND-TV,BMLEDT20101027ABX,1403583,488,DA,543,69292,490,0,106306
36,DT,US,NC,FAYETTEVILLE,345305,790429,WFPX-TV,BLCDT20021025AAD,615639,242,DA,1000,21245,300,0,36997
38,DT,US,NC,FAYETTEVILLE,353044,785841,WUVC-DT,BLCDT20060912ACZ,1145034,509,DA,500,16517,594,0,73196
17,DT,US,NC,GOLDSBORO,354029,783140,WNCN,BLCDT20090612AIH,1316485,611,ND,291,50782,690,,
43,DC,US,NC,GOLDSBORO,352153,780155,WHFL-CD,BLDTA20120113ACG,1483269,0,ND,15,22485,155.4,,
33,DT,US,NC,GREENSBORO,355203,794926,WMYV,BLCDT20020430ABD,601069,574.8,DA,700,25544,795.6,0,38478
43,DT,US,NC,GREENSBORO,355202,794926,WLXI,BLCDT20090204ABD,1293048,527,DA,130,54452,749.3,0,89479
51,DT,US,NC,GREENSBORO,355213,795025,WFMY-TV,BLCDT20050628AAB,1070076,568.8,ND,1000,72064,791.8,,
10,DT,US,NC,GREENVILLE,352155,772338,WNCT-TV,BLCDT20110504ACA,1426050,575,ND,35,57838,585.2,,
23,DT,US,NC,GREENVILLE,353310,773606,WUNK-TV,BLEDT20100913ACD,1398720,351,ND,1000,69149,371,,
26,DT,US,NC,GREENVILLE,352409,772510,WEPX-TV,BLCDT20121029ACA,1522131,154,ND,271,81508,164.9,,
47,DT,US,NC,GREENVILLE,350615,772012,WYDO,BLCDT20090805AAL,1325994,542,DA,200,35582,555,0,101518
40,DD,US,NC,HICKORY,354359,811951,WHKY-TV,BLCDT20110927ACZ,1440233,,,,65919,,,
40,DD,US,NC,HICKORY,354359,811951,WHKY-TV,BLCDT20060630ABW,1136652,182,DA,600,65919,497,0,67111
40,DD,US,NC,HICKORY,353928,812424,WHKY-TV,BLCDT20110927ACZ,1440233,251,DA,950,65919,581,0,92552
40,DD,US,NC,HICKORY,351714,804145,WHKY-TV,BLCDT20110927ACZ,1440233,167,DA,18,65919,370,0,92553
35,DT,US,NC,HIGH POINT,354846,795029,WGHP,BLCDT20100315ABW,1359834,365,ND,1000,72106,577,,
19,DT,US,NC,JACKSONVILLE,350615,772012,WUNM-TV,BLEDT20090827AAT,1328173,561,DA,100,69444,575,0,87112
34,DT,US,NC,JACKSONVILLE,343110,772652,WPXU-TV,BLCDT20021029AAD,616327,199,DA,600,37971,203.9,0,41098
50,DT,US,NC,KANNAPOLIS,351541,804338,WAXN-TV,BLCDT20110721AAO,1501894,364,DA,150,12793,581,345,109661
49,DC,US,NC,LENOIR,355425,812923,WTBL-CD,BLDTA20120628ABE,1506014,0,DA,7,54983,686.5,0,23503
19,DT,US,NC,LEXINGTON,355202,794926,WCWG,BLCDT20070418ACV,1181417,576,DA,800,35385,796,0,79243
17,DT,US,NC,LINVILLE,360350,815033,WUNE-TV,BLEDT20091118ADR,1341396,546,DA,100,69114,1532,0,88383
31,DT,US,NC,LUMBERTON,344750,790242,WUNU,BLEDT20091113ABG,1341386,319,ND,175,69416,371,,
14,DC,US,NC,LUMBERTON-PEMBROKE,344201,790632,WLPS-CD,BLDTL20090217ACB,1296459,0,ND,15,167158,157.9,,
9,DT,US,NC,MANTEO,363115,761816,WSKY-TV,BLCDT20100514ADM,1368280,306,ND,70,76324,309.9,,
8,DT,US,NC,MOREHEAD CITY,345301,763022,WFXI,BLCDT20090708AIS,1321566,247.4,DA,22.4,37982,248.5,0,93899
12,DT,US,NC,NEW BERN,350615,772012,WCTI-TV,BLCDT20090622ADO,1318084,589,ND,32.8,18334,602,,
44,CA,US,NC,PINEHURST,350957,792512,WYBE-CA,BLTTL19990811JH,287824,0,DA,0.826,40211,207,0,22617
13,DC,US,NC,RALEIGH,354713,784338,WBXU-LD,BDCCDVL20111004ABW,1463189,0,DA,0.5,189986,233.3,330,107391
27,DT,US,NC,RALEIGH,354028,783140,WLFL,BLCDT20090612AIF,1316295,610,ND,725,73205,689.7,,
44,DC,US,NC,RALEIGH,354713,784338,WZGS-CD,BLDTA20130513ADT,1554535,0,DA,11.3,41095,248.4,85,17752
48,DT,US,NC,RALEIGH,354029,783140,WRAL-TV,BLCDT20090710AKG,1319482,629,ND,1000,8688,708.6,,
49,DT,US,NC,RALEIGH,354029,783140,WRAZ,BLCDT20050502ABD,1455161,614.1,ND,1000,64611,693.7,,
36,DT,US,NC,ROANOKE RAPIDS,361727,775011,WUNP-TV,BMLEDT20121116AGM,1519591,365,ND,125,69397,430,,
15,DT,US,NC,ROCKY MOUNT,360611,781129,WRPX-TV,BLCDT20020510AAF,602519,354,DA,180,20590,445,0,36353
31,DC,US,NC,ROCKY MOUNT,355405,774650,WHIG-CD,BLDTL20100217AAK,1343137,0,DA,5.3,168101,190,0,23503
46,DC,US,NC,SANFORD,352852,791050,WBFT-CA,BDFCDTA20121004AAG,1519578,0,DA,1.1,64400,158,0,23503
34,DC,US,NC,SMITHFIELD-SELMA,353146,781807,WARZ-LD,BLDTA20101008ABP,1402723,0,DA,15,71089,161.2,0,98599
32,DT,US,NC,WASHINGTON,352155,772338,WITN-TV,BLCDT20060615ABD,1315755,594,ND,795,594,605.5,,
29,DT,US,NC,WILMINGTON,341916,781343,WUNJ-TV,BLEDT20080821AAH,1262339,297,ND,1000,69332,310,,
30,DT,US,NC,WILMINGTON,340753,781117,WSFX-TV,BLCDT20110209AAO,1413963,590,DA,171,72871,606.2,0,89590
44,DT,US,NC,WILMINGTON,340753,781117,WECT,BLCDT20081031ABJ,1275778,590,DA,710,48666,606.2,0,86399
46,DT,US,NC,WILMINGTON,340753,781117,WWAY,BLCDT20051221AOQ,1105264,590,DA,1000,12033,606,0,68042
42,DT,US,NC,WILSON,354953,780850,WRAY-TV,BLCDT20060609AAX,1132810,539,DA,873,10133,603,0,75231
29,DT,US,NC,WINSTON-SALEM,355203,794926,WXLV-TV,BLCDT20050624ABB,1426388,576,DA,990,414,796,0,105146
31,DT,US,NC,WINSTON-SALEM,362231,802226,WXII-TV,BLCDT20050627AAU,1068069,572,ND,815,53921,892,,
32,DT,US,NC,WINSTON-SALEM,362231,802218,WUNL-TV,BLEDT20091112ABR,1341383,499,DA,575,69360,820,0,96461
12,DT,US,ND,BISMARCK,463523,1004820,KXMB-TV,BLCDT20090602ACO,1314723,444.3,ND,19.1,55686,1027.6,,
17,DT,US,ND,BISMARCK,463515,1004820,KBMY,BLCDT20090701ADJ,1320438,290,ND,75,22121,867,,
22,DT,US,ND,BISMARCK,463523,1004802,KBME-TV,BLEDT20020122AAD,592636,392,DA,97.3,53324,972,0,18952
26,DT,US,ND,BISMARCK,463523,1004739,KNDX,BLCDT20100510AGW,1366168,300,ND,50,82611,878.7,,
31,DT,US,ND,BISMARCK,463620,1004822,KFYR-TV,BLCDT20071108ADF,1171832,389,DA,500,41427,964,0,73210
8,DT,US,ND,DEVIL'S LAKE,480818,975935,WDAZ-TV,BLCDT20090223AAR,1424351,451,ND,19,22124,888,,
25,DT,US,ND,DEVILS LAKE,480348,992009,KMDE,BLEDT20060207ABL,1112606,244.5,DA,134,162016,716.3,0,66852
7,DT,US,ND,DICKINSON,465653,1025925,KQCD-TV,BLCDT20090223ABH,1281007,205,ND,11.3,41430,993.1,,
9,DT,US,ND,DICKINSON,464335,1025457,KDSE,BLEDT20090806AAQ,1326452,238.4,ND,30.3,53329,1055.2,,
19,DT,US,ND,DICKINSON,464335,1025457,KXMA-TV,BLCDT20090715AHZ,1318825,217,DA,150,55684,1033,0,90602
20,DT,US,ND,ELLENDALE,461756,985156,KJRE,BLEDT20041109AAB,1026747,162.5,DA,72.3,53315,740.5,0,64873
13,DT,US,ND,FARGO,470045,971141,KFME,BLEDT20090818ABM,1328208,342,ND,56.2,53321,631.1,,
19,DT,US,ND,FARGO,464029,961340,KVRR,BLCDT20090820ABE,1326993,379,DA,1000,55372,767.2,0,85504
21,DT,US,ND,FARGO,470028,971202,WDAY-TV,BLCDT20061222ABH,1165361,322,ND,1000,22129,614,,
44,DT,US,ND,FARGO,472032,971720,KVLY-TV,BLCDT20070430AXW,1171831,576,DA,356,61961,875,80,73213
15,DT,US,ND,GRAND FORKS,475838,963618,KGFE,BLEDT20090619ADI,1318522,186.1,DA,22.6,53320,461.7,260,89463
27,DT,US,ND,GRAND FORKS,475745,970312,KCPM,BLCDT20100623ACO,1376915,55.8,DA,11.1,86208,307.9,200,99180
7,DT,US,ND,JAMESTOWN,465527,984619,KJRR,BLCDT20090622AEP,1315259,135,ND,21.3,55364,592.6,,
10,DT,US,ND,MINOT,481256,1011905,KMOT,BLCDT20090127AAR,1280999,207,ND,7.69,41425,734.2,,
13,DT,US,ND,MINOT,480300,1012032,KXMC-TV,BLCDT20090612AKC,1314725,334,ND,16.1,55685,944.4,,
14,DT,US,ND,MINOT,480311,1012305,KMCY,BLCDT20090203ADC,1292783,217,ND,40,22127,836,,
24,DT,US,ND,MINOT,480314,1012603,KXND,BLCDT20100510AHE,1366674,238.9,DA,50,82615,866.2,0,105747
40,DT,US,ND,MINOT,480302,1012325,KSRE,BLEDT20031104ABX,698614,249.4,DA,146,53313,874.2,0,59853
12,DT,US,ND,PEMBINA,485944,972428,KNRR,BLCDT20091016AAS,1338208,427,DA,4.44,55362,674,0,89556
38,DT,US,ND,VALLEY CITY,471645,972026,KXJB-TV,BLCDT20060831AAM,1144130,573,DA,382,49134,891,0,73275
8,DT,US,ND,WILLISTON,480802,1035136,KUMV-TV,BLCDT20090223ABG,1281002,320,ND,6,41429,970.1,,
11,DT,US,ND,WILLISTON,480830,1035334,KWSE,BLEDT20101124ADJ,1408685,278,ND,84.9,53318,939.4,,
14,DT,US,ND,WILLISTON,480830,1035334,KXMD-TV,BLCDT20090715AHY,1319889,257,DA,100,55683,918,0,90114
13,DT,US,NE,ALLIANCE,415027,1030318,KTNE-TV,BLEDT20090225ABJ,1297489,466,ND,27,47996,1733.6,,
7,DT,US,NE,BASSETT,422005,992902,KMNE-TV,BLEDT20090225ABN,1297475,453,ND,27,47981,1219.5,,
11,DT,US,NE,GRAND ISLAND,403514,984810,KGIN,BLCDT20090226AAZ,1287774,314.6,ND,25,7894,947.6,,
5,DT,US,NE,HASTINGS,403906,982304,KHAS-TV,BLCDT20081205AFM,1280989,217,ND,45,48003,805,,
28,DT,US,NE,HASTINGS,404620,980521,KHNE-TV,BLEDT20030409ABN,656334,366,DA,200,47987,920,0,39665
6,DT,US,NE,HAYES CENTER,403732,1010145,KWNB-TV,BLCDT20090604ABL,1316012,221,ND,11.9,21162,1160,,
13,DT,US,NE,KEARNEY,403928,985204,KHGI-TV,BLCDT20091019AFG,1338853,340,ND,19.8,21160,971.7,,
26,DT,US,NE,LEXINGTON,402305,992730,KLNE-TV,BLEDT20070625ABT,1190816,331,DA,375,47975,1042.4,0,75596
8,DT,US,NE,LINCOLN,405259,971819,KLKN,BLCDT20090618ACT,1316970,437,ND,25.9,11264,911,,
10,DT,US,NE,LINCOLN,404811,971052,KOLN,BLCDT20090226AAR,1288653,453.9,ND,28,7890,912.4,,
12,DT,US,NE,LINCOLN,410818,962720,KUON-TV,BLEDT20090406AIP,1306043,253,ND,75,66589,608.4,,
15,DT,US,NE,LINCOLN,405110,964036,KFXL-TV,BPCDT20120202ACE,1485924,120,ND,1000,84453,494.2,,
12,DT,US,NE,MCCOOK,394948,1004204,KSNK,BLCDT20031017ABP,705277,218,ND,10.4,72362,1067.68,,
12,DT,US,NE,MERRIMAN,424037,1014239,KRNE-TV,BLEDT20090225ABL,1297487,322,ND,75,47971,1377,,
19,DT,US,NE,NORFOLK,421415,971641,KXNE-TV,BLEDT20090615ADS,1313763,322,DA,475,47995,841.4,0,89243
2,DT,US,NE,NORTH PLATTE,411213,1004358,KNOP-TV,BLCDT20110609ABG,1431311,196,ND,16,49273,1088.8,,
9,DT,US,NE,NORTH PLATTE,410122,1010914,KPNE-TV,BLEDT20090225ABM,1297481,334,ND,85,47973,1295.6,,
11,CA,US,NE,NORTH PLATTE,411213,1004358,K11TW,BLTVL19951018ID,215479,0,DA,0.084,49285,1047,195,20819
27,DC,US,NE,NORTH PLATTE,411322,1004117,KHGI-CD,BLDTL20100120AAQ,1353876,0,DA,1.45,168339,1042,200,16394
17,DT,US,NE,OMAHA,411528,960032,KYNE-TV,BLEDT20030409AAV,656332,117,ND,200,47974,451,,
20,DT,US,NE,OMAHA,411832,960133,KETV,BLCDT20041222AED,1035004,396,ND,700,53903,740,,
22,DT,US,NE,OMAHA,411840,960137,WOWT,BLCDT20110509AAN,1425914,418,DA,1000,65528,761,0,106477
38,DT,US,NE,OMAHA,410416,961331,KXVO,BLCDT20090604AAK,1314446,475,DA,490,23277,822.1,0,91338
43,DT,US,NE,OMAHA,410414,961333,KPTM,BLCDT20051107AFO,1096059,475,ND,700,51491,822,,
45,DT,US,NE,OMAHA,411825,960137,KMTV-TV,BLCDT20090610AAX,1315412,393.4,ND,1000,35190,736.1,,
7,DT,US,NE,SCOTTSBLUFF,415028,1030427,KDUH-TV,BLCDT20050914AAH,1094543,475,ND,32,17683,1742.4,,
9,DC,US,NE,SCOTTSBLUFF,415144,1033938,K09YH-D,BLDVA20130321AED,1546876,0,ND,0.5,167559,1217,,
29,DT,US,NE,SCOTTSBLUFF,415959,1034030,KSTF,BLCDT20130809ACT,1568357,210,DA,2.7,63182,1508,0,115030
4,DT,US,NE,SUPERIOR,404507,972704,KSNB-TV,BLCDT20121001AOP,1518188,271,ND,23.5,21161,751.4,,
17,CA,US,NH,CLAREMONT,432615,722708,W17CI,BLTTA20020826ABL,607699,0,DA,1.5,48413,887.47,90,23502
33,DT,US,NH,CONCORD,431104,711912,WPXG-TV,BLCDT20031014AEP,693569,344,DA,100,48406,508.7,0,42932
35,DT,US,NH,DERRY,424407,712337,WBIN-TV,BLCDT20070126ACX,1166391,204.8,ND,7.3,14682,271.1,,
11,DT,US,NH,DURHAM,431033,711229,WENH-TV,BLEDT20090817ABS,1327180,304.1,DA,30,69237,462.3,0,87588
49,DT,US,NH,KEENE,430200,722204,WEKW-TV,BLEDT20120831AAG,1510492,331.4,ND,112,69271,607.6,,
48,DT,US,NH,LITTLETON,442110,714415,WLED-TV,BLEDT20120831AAF,1510493,390.8,ND,108,69328,744.2,,
9,DT,US,NH,MANCHESTER,425901,713525,WMUR-TV,BLCDT20090616ABF,1342273,314,DA,6.5,73292,453,0,107250
34,DT,US,NH,MERRIMACK,425902,713520,WNEU,BLCDT20021028AAH,616149,293,DA,80,51864,431,0,28154
36,DC,US,NH,NASHUA,424407,712337,WYCN-LP,BMPDTA20130920ADY,1574284,0,ND,15,9766,236.8,,
4,DT,US,NJ,ATLANTIC CITY,394405,745029,WACP,BLCDT20120621ABY,1503217,256,ND,10,189358,285.3,,
44,DT,US,NJ,ATLANTIC CITY,394341,745039,WMCN-TV,BLCDT20060707ACS,1139122,212,DA,200,9739,241,0,73077
49,DT,US,NJ,ATLANTIC CITY,394404,745028,WWSI,BLCDT20131210CEO,1607694,279,DA,860,23142,308,0,110561
50,DC,US,NJ,ATLANTIC CITY,393320,744448,WQAV-LD,BDCCDTL20130724AGK,1565373,0,DA,15,191822,130,265,115018
27,DT,US,NJ,BURLINGTON,400230,751411,WGTW-TV,BLCDT20060105AAR,1103373,354,DA,160,7623,419,0,68951
22,DT,US,NJ,CAMDEN,394341,745039,WNJS,BLEDT20070611AAY,1187203,264,ND,197,48481,294,,
23,DC,US,NJ,EDISON,404454,735910,WDVB-CD,BLDTL20110113ABM,1413642,0,DA,7,168834,313.5,260,98295
38,DC,US,NJ,HAMMONTON,394341,745039,WPSJ-CD,BLDTA20130613ABN,1559162,0,DA,6,167543,286.1,305,112554
36,DT,US,NJ,LINDEN,404454,735910,WNJU,BPCDT20111220AFK,1480904,440,ND,650,73333,452,,
3,DT,US,NJ,MIDDLETOWN TOWNSHIP,404522,735912,KVNV,BPCDT20130528AJP,1556496,338.4,ND,7.09,86537,352.64,,
51,DT,US,NJ,MONTCLAIR,405153,741203,WNJN,BLEDT20061121ADG,1160941,233,ND,200,48477,300,,
8,DT,US,NJ,NEW BRUNSWICK,403717,743015,WNJB,BLEDT20110427ABF,1424212,218,DA,40.8,48457,281,0,104545
13,DT,US,NJ,NEWARK,404454,735910,WNET,BLEDT20090612ADI,1316885,405,ND,9.3,18795,418.5,,
30,DT,US,NJ,NEWARK,404454,735910,WFUT-DT,BLCDT20090618ABZ,1293341,429,DA,200,60555,441.8,0,87422
18,DD,US,NJ,NEWTON,405153,741203,WMBC-TV,BLCDT20101130AAX,1409364,,,,43952,,,
