channel,service,country,state,city,lat,lon,fac_callsign,arn,app_id,haat,da,erp,facility_id,rcamsl,ref az,ant_id
5,DT,US,AK,ANCHORAGE,612011,1493047,KYES-TV,BLCDT20110307ACV,1565982,277,DA,15,21488,614.5,0,93311
8,DT,US,AK,ANCHORAGE,612522,1495220,KAKM,BMLEDT20080325ADD,1239705,240,DA,50,804,271.2,0,67943
10,DT,US,AK,ANCHORAGE,612522,1495220,KTUU-TV,BLCDT20090619ABI,1317268,240,DA,50,10173,271.2,0,89986
12,DT,US,AK,ANCHORAGE,612522,1495220,KYUR,BLCDT20090928AKO,1425498,240,DA,41,13815,271.2,0,68006
20,DT,US,AK,ANCHORAGE,611311,1495324,KTBY,BLCDT20090608ABN,1314627,45,DA,234,35655,98,0,90682
28,DT,US,AK,ANCHORAGE,611133,1495401,KTVA,BLCDT20061113AAT,1158523,60.6,DA,28.9,49632,130.6,0,73156
33,DT,US,AK,ANCHORAGE,612011,1493048,KDMD,BLCDT20110106AAR,1413569,300.2,DA,17.2,25221,627.9,0,102633
35,DC,US,AK,ANCHORAGE,610402,1494436,KCFT-CD,BLDTA20121116ALD,1524466,0,DA,15,787,539.7,315,109112
7,DT,US,AK,FAIRBANKS,645520,1474255,KFXF,BLCDT20090129AMM,1316742,268,DA,6.1,64597,512,0,91018
9,DT,US,AK,FAIRBANKS,645442,1474638,KUAC-TV,BLEDT20090929AJZ,1334562,168.9,ND,30,69315,432,,
13,DC,US,AK,FAIRBANKS,645520,1474255,K13XD-D,BLDVA20111128DAA,1471191,0,DA,3,64596,521.6,170,105830
18,DT,US,AK,FAIRBANKS,645520,1474249,KATN,BLCDT20070403AAO,1179131,230,ND,16,13813,473,,
26,DT,US,AK,FAIRBANKS,645245,1480314,KTVF,BLCDT20090720ACS,1324074,471,DA,27,49621,736,110,92468
10,DT,US,AK,JUNEAU,581756,1342407,KTOO-TV,BLEDT20040730ABD,1003749,-363,ND,1,8651,37,,
11,DT,US,AK,JUNEAU,581805,1342626,KJUD,BLCDT20070529AGB,1186426,-290,DA,0.14,13814,82,0,78617
13,DT,US,AK,KETCHIKAN,552059,1314012,KUBD,BLCDT20120413ABL,1495992,-71,DA,0.413,60520,100,0,104820
20,DT,US,AK,NORTH POLE,645245,1480314,KJNP-TV,BLCDT20100126AEF,1354743,491.6,DA,30.9,20015,755.9,110,96421
7,DT,US,AK,SITKA,570301,1352004,KTNL-TV,BLCDT20120413ABK,1495991,-216,DA,0.35,60519,46.2,340,88100
15,CA,US,AL,ALABASTER,331403,864708,W15AZ,BLTTL19940809IB,201575,0,DA,6.08,17320,311,210,17775
9,DT,US,AL,ANNISTON,333624,862503,WJSU-TV,BLCDT20050222ACG,1047396,359,DA,15.6,56642,579,0,66854
25,LD,US,AL,ASHVILLE,334740,861312,WOIL-LD,BDCCDTL20130926AZI,1576828,0,ND,15,192867,358,,
11,DC,US,AL,ATHENS,344906,864416,WTZT-CD,BLDVA20120221ABI,1488333,0,ND,1.11,3086,527.3,,
18,DT,US,AL,BESSEMER,332851,872403,WDBB,BLCDT20060421ABG,1121299,675,DA,350,71325,805,0,44013
10,DT,US,AL,BIRMINGHAM,332904,864825,WBIQ,BLEDT20090227AAV,1291472,426.2,ND,3,717,615.3,,
13,DT,US,AL,BIRMINGHAM,332926,864748,WVTM-TV,BLCDT20090612AIN,1316129,403,DA,20,74173,598,350,85966
24,DC,US,AL,BIRMINGHAM,332903,864831,WBXA-CD,BDCCDTL20110901AAE,1442439,0,DA,10,189851,394.1,320,106514
30,DT,US,AL,BIRMINGHAM,332904,864825,WIAT,BLCDT20021219AAV,620788,426,DA,1000,5360,615.1,0,43265
36,DT,US,AL,BIRMINGHAM,332904,864825,WABM,BLCDT20060406AAJ,1118943,406,DA,885,16820,595.2,0,68103
47,DC,US,AL,BIRMINGHAM,332902,864835,W49AY,BDISDTA20120207AAF,1485435,0,DA,15,24257,400.8,305,108294
50,DT,US,AL,BIRMINGHAM,332919,864758,WBRC,BLCDT20091005ACI,1336834,422,ND,912,71221,614.9,,
19,DT,US,AL,DEMOPOLIS,322145,875231,WIIQ,BLEDT20090511AHE,1311482,325.3,DA,1000,720,367.3,0,92660
25,DC,US,AL,DEMOPOLIS,330315,873257,WJMY-CA,BDFCDTA20090824ABD,1329432,0,ND,15,30283,339,,
21,DT,US,AL,DOTHAN,311425,851843,WDHN,BLCDT20090303ACR,1298313,190.4,ND,1000,43846,272.3,,
36,DT,US,AL,DOTHAN,305511,854430,WTVY,BLCDT20090901AAL,1331644,564.3,ND,1000,4152,604.7,,
10,DT,US,AL,DOZIER,313316,862332,WDIQ,BLEDT20091006ADJ,1291480,224.8,ND,30,714,335.4,,
14,DT,US,AL,FLORENCE,350009,870809,WHDF,BLCDT20051206AAB,1172077,431,DA,1000,65128,657,0,66619
22,DT,US,AL,FLORENCE,343441,874702,WFIQ,BLEDT20060718ACG,1139177,207.6,ND,419,715,430.8,,
26,DT,US,AL,GADSDEN,334853,862655,WTJP-TV,BLCDT20110304ACB,1431479,329,ND,1000,1002,615,,
45,DT,US,AL,GADSDEN,335327,862813,WPXH-TV,BLCDT20020510AAL,602433,309,DA,225,73312,585.5,0,43164
3,DC,US,AL,GREENSBORO,332851,872403,WDVZ-CA,BMPDVA20111117AFV,1460961,0,DA,3,16599,762,20,107431
25,DT,US,AL,GULF SHORES,304116,874754,WFNA,BLCDT20100614AQJ,1375869,353,DA,1000,83943,385.6,0,105081
28,DT,US,AL,HOMEWOOD,332904,864825,WTTO,BLCDT20060406AAG,1118940,427.3,DA,765,74138,616.4,0,68108
17,DC,US,AL,HUNTSVILLE,344412,863159,W38BQ,BMPDTA20111129DAB,1474014,0,DA,3.41,67020,673.1,290,19595
19,DT,US,AL,HUNTSVILLE,344419,863156,WHNT-TV,BLCDT20111118COZ,1422664,531,ND,250,48693,766,,
24,DT,US,AL,HUNTSVILLE,344413,863145,WHIQ,BLEDT20060927ALU,1151135,338.2,ND,396,713,576.1,,
32,DT,US,AL,HUNTSVILLE,344412,863159,WAAY-TV,BLCDT20050701ABO,1066415,537.8,DA,468,57292,768.6,0,67239
41,DT,US,AL,HUNTSVILLE,344412,863159,WZDX,BLCDT20090706AEV,1320928,517.9,DA,700,28119,749.4,0,87541
48,DT,US,AL,HUNTSVILLE,344239,863207,WAFF,BLCDT20111216AAC,1479530,576,ND,48,591,807,,
34,DC,US,AL,JACKSONVILLE,333720,855219,WEAC-CD,BLDTA20121113AGT,1524554,0,DA,12.8,64338,553,0,23503
44,DT,US,AL,LOUISVILLE,314304,852603,WGIQ,BLEDT20031121ANL,697874,262,DA,925,710,389,0,59887
9,DT,US,AL,MOBILE,304117,874754,WALA-TV,BLCDT20050316ADI,1050716,381,ND,29,4143,415,,
15,DT,US,AL,MOBILE,303640,873626,WPMI-TV,BLCDT20090618ABA,1318355,563,DA,1000,11906,595,0,88215
20,DT,US,AL,MOBILE,303640,873626,WMPV-TV,BLCDT20100420AAK,1364320,529,DA,700,60827,570.3,0,90177
23,DT,US,AL,MOBILE,303640,873627,WDPM-DT,BLCDT20090420AAD,1556382,533.6,DA,390,83740,573.3,0,90206
27,DT,US,AL,MOBILE,304120,874949,WKRG-TV,BLCDT20100125ADI,1354812,573,DA,1000,73187,614,0,85502
41,DT,US,AL,MOBILE,303933,875333,WEIQ,BLEDT20101119AFA,1406915,179.9,ND,464,721,208.9,,
12,DT,US,AL,MONTGOMERY,315828,860944,WSFA,BLCDT20090622ABN,1318635,598,ND,31.6,13993,739.2,,
20,DT,US,AL,MONTGOMERY,315828,860944,WCOV-TV,BLCDT20090312AAO,1299352,518,DA,460,73642,659,0,91450
27,DT,US,AL,MONTGOMERY,322255,861733,WAIQ,BLEDT20060706ACK,1136790,178.7,ND,600,706,237.8,,
31,DT,US,AL,MONTGOMERY,320858,864651,WNCF,BLCDT20121004AAI,1519606,473,DA,720,72307,554,45,108198
41,DC,US,AL,MONTGOMERY,322235,861838,WBXM-CD,BDCCDTL20111004ABF,1448345,0,DA,2,189983,128.5,320,106870
46,DT,US,AL,MONTGOMERY,322413,861149,WMCF-TV,BLCDT20100329AFH,1358937,130,ND,851,60829,195.9,,
7,DT,US,AL,MOUNT CHEAHA,332906,854832,WCIQ,BLEDT20120828AAV,1511916,592.9,ND,47,711,893.7,,
30,DT,US,AL,OPELIKA,321916,844729,WLGA,BLCDT20130222ABT,1541353,485.7,DA,800,11113,606.4,0,111454
33,DT,US,AL,OZARK,311228,853649,WDFX-TV,BLCDT20050915APH,1195340,151,DA,15,32851,228,0,68078
29,DT,US,AL,SELMA,323226,865033,WBIH,BLCDT20090619AAY,1318332,408,DA,1000,84802,503,0,87163
42,DT,US,AL,SELMA,320858,864651,WAKA,BLCDT20090612AGR,1310280,496,ND,1000,701,577,,
48,DT,US,AL,TROY,320337,855702,WIYC,BLCDT20100127ADF,1353783,344.5,DA,50,62207,470.6,0,30182
6,DT,US,AL,TUSCALOOSA,332902,864821,WUOA,BLCDT20090612AHT,1317823,395,ND,26,77496,586,,
33,DT,US,AL,TUSCALOOSA,332848,872550,WCFT-TV,BLCDT20091106ABO,1340712,659,DA,300,21258,792.1,0,104562
23,DC,US,AL,TUSCALOOSA/NORTHPORT,330936,873054,WVUA-CA,BMPDTA20120906ACF,1514660,0,ND,15,70429,256.9,,
22,DT,US,AL,TUSKEGEE,320405,855641,WBMM,BLCDT20090428ABH,1310462,341,DA,65,68427,463.8,0,87249
13,DT,US,AR,ARKADELPHIA,335426,930646,KETG,BLEDT20100308ACO,1358799,314,ND,13.9,2768,384.6,,
14,DC,US,AR,BENTONVILLE,362337,941057,KHMF-CA,BDFCDTA20120719ABE,1508212,0,DA,13.4,52420,476.1,0,109984
49,DT,US,AR,CAMDEN,331615,924214,KMYA-DT,BLCDT20090813ABY,1424426,183,ND,1000,86534,239.2,,
10,DT,US,AR,EL DORADO,330441,921330,KETZ,BLEDT20090615ABU,1312424,538,DA,16.2,92872,569.6,0,92297
23,CA,US,AR,EL DORADO,331222,923913,KLMB-LP,BLTTL19990329JC,283298,0,DA,22.4,38585,138,10,19128
27,DT,US,AR,EL DORADO,330441,921341,KTVE,BLCDT20070105ABH,1166295,582,DA,823,35692,612,0,77979
34,DT,US,AR,EUREKA SPRINGS,362441,935712,KXNW,BLCDT20090825BGM,1406145,224.4,DA,70,81593,616.3,0,85708
9,DT,US,AR,FAYETTEVILLE,354853,940141,KAFT,BLEDT20100308ACN,1358802,503,ND,37.9,2767,1028.7,,
15,DT,US,AR,FAYETTEVILLE,360057,940459,KHOG-TV,BLCDT20020904AAX,611262,266,ND,180,60354,704,,
36,DC,US,AR,FAYETTEVILLE,360850,941113,KFFS-CD,BLDTA20121011ABO,1520172,0,ND,15,52430,470,,
18,DT,US,AR,FORT SMITH,354949,940924,KFSM-TV,BLCDT20060530AIM,1128658,286,ND,550,66469,778,,
21,DT,US,AR,FORT SMITH,350415,944043,KHBS,BLCDT20031121AMR,699634,602,DA,325,60353,784.2,0,44809
27,DT,US,AR,FORT SMITH,354236,940815,KFTA-TV,BLCDT20090331AEC,1302647,305,DA,600,29560,723.5,0,91306
44,DC,US,AR,FORT SMITH,352650,942154,KFDF-CD,BLDTL20091023ABI,1339469,0,DA,15,168154,294,0,24161
31,DT,US,AR,HARRISON,364218,930345,KWBM,BLCDT20091201ASC,1345975,339,DA,191,78314,613.9,0,85744
26,DT,US,AR,HOT SPRINGS,342220,930248,KVTH-DT,BLCDT20090209ANJ,1296082,258,DA,66.4,608,419.6,190,86084
8,DT,US,AR,JONESBORO,355322,905608,KAIT,BLCDT20090803ABV,1325585,531,ND,28.2,13988,608,,
20,DT,US,AR,JONESBORO,355414,904614,KTEJ,BLEDT20110818AAQ,1440361,310,ND,323,2769,400.2,,
48,DT,US,AR,JONESBORO,353616,903118,KVTJ-DT,BLCDT20090209ANG,1296073,297,ND,780,2784,362.8,,
7,DT,US,AR,LITTLE ROCK,342631,921303,KETS,BLEDT20090615ABT,1312403,547,ND,26.7,2770,631,,
12,DT,US,AR,LITTLE ROCK,344757,922959,KTHV,BLCDT20041029AIX,601619,518.7,DA,55,2787,646,0,68913
16,DC,US,AR,LITTLE ROCK,344756,922944,KKYK-CD,BLDTA20121012ACZ,1520265,0,DA,0.8,57548,533.9,55,108278
20,DC,US,AR,LITTLE ROCK,344756,922945,KLRA-CD,BLDTA20100908ACX,1396648,0,ND,15,57545,533.9,,
22,DT,US,AR,LITTLE ROCK,344749,922920,KATV,BLCDT20090225AAV,1297672,515,ND,1000,33543,640,,
30,DT,US,AR,LITTLE ROCK,344757,922929,KLRT-TV,BLCDT20020507AAK,602206,449,DA,1000,11951,574,0,40344
32,DT,US,AR,LITTLE ROCK,344757,922959,KARK-TV,BMLCDT20121102ACP,1522191,474,DA,989,33440,602,0,111431
36,DT,US,AR,LITTLE ROCK,344756,922945,KKAP,BLEDT20090522AFW,1314189,394,DA,50,58267,521,0,85394
44,DT,US,AR,LITTLE ROCK,344757,922959,KARZ-TV,BLCDT20090615ACH,1316761,448.4,DA,1000,37005,576,0,92381
13,DT,US,AR,MOUNTAIN VIEW,354847,921724,KEMV,BLEDT20100608ACU,1373278,426,DA,12.1,2777,753.3,0,105078
23,CA,US,AR,NASHVILLE,335758,934936,KJEP-CA,BLTTL19960111AE,218005,0,ND,20.1,35283,224,,
35,DC,US,AR,PARIS,351807,934542,KRAH-CD,BMPDTL20120314ADM,1496129,0,ND,1.5,52423,344,,
24,DT,US,AR,PINE BLUFF,343155,920241,KVTN-DT,BLCDT20071231AFB,1226045,355.5,DA,725,607,424,0,40413
39,DT,US,AR,PINE BLUFF,342631,921303,KASN,BLCDT20020904AAF,611467,590,DA,1000,41212,674,0,40345
50,DT,US,AR,ROGERS,362448,935717,KNWA-TV,BLCDT20060915ANF,1144035,267,ND,1000,29557,658.4,,
33,DC,US,AR,SILOAM SPRINGS,360907,943055,KKAF-CD,BLDTA20110613ABE,1428027,0,ND,15,52432,452,,
39,DT,US,AR,SPRINGDALE,361107,941749,KWOG,BLCDT20070820ABS,1198705,114,DA,35,67347,489.2,0,78077
35,DC,US,AR,TEXARKANA,332548,940508,KLFI-LP,BDFCDTA20121226ADT,1534787,0,ND,8,4585,217.5,,
31,DC,US,AR,WINSLOW,360850,941113,KWNL-CD,BLDTA20110726AAA,1437047,0,DA,15,52426,503,180,24161
18,DC,US,AZ,CAMP VERDE,344114,1120700,K18DD,BDFCDTA20120601AUV,1501850,0,DA,2.5,9959,2357,0,23503
4,DC,US,AZ,CASAS ADOBES,321253,1110020,K04QP-D,BPDTV20110826AAT,1440460,0,ND,2,168403,937,,
36,DT,US,AZ,DOUGLAS,312855,1095732,KFTU-DT,BLCDT20090616ABO,1290849,685,DA,5,81441,2207.5,90,90566
13,DT,US,AZ,FLAGSTAFF,345806,1113034,KFPH-DT,BLCDT20090901AEY,1331517,475.5,ND,33,41517,2651.7,,
22,DT,US,AZ,FLAGSTAFF,345806,1113028,KNAZ-TV,BLCDT20091210AAC,1346848,465,DA,283,24749,2631,0,96485
27,DC,US,AZ,FLAGSTAFF/DONEY PARK,345806,1113034,KTVW-CD,BLDTA20110120ACT,1414235,0,DA,7.2,29464,2636,340,93766
46,DT,US,AZ,GREEN VALLEY,322454,1104256,KUVE-DT,BLCDT20110128ADO,1500996,1113,DA,172,63927,2659,220,109722
11,DT,US,AZ,HOLBROOK,345505,1100825,KDTP,BLEDT20090519AAA,1313247,54,DA,3.2,83491,1646,0,86751
19,DT,US,AZ,KINGMAN,350157,1142156,KMOH-TV,BLCDT20060707ABK,1136375,578.2,DA,25.2,24753,1364.5,342,73125
45,CA,US,AZ,LAKE HAVASU CITY,343609,1142213,KLHU-CA,BLTTA20020326ABF,598662,0,DA,1.4,30932,402.4,170,40684
12,DT,US,AZ,MESA,332000,1120348,KPNX,BLCDT20090618AAM,1293866,555,ND,39,35486,912.6,,
8,DT,US,AZ,PHOENIX,332000,1120349,KAET,BLEDT20090612AEF,1316399,549,ND,40,2728,912,,
10,DT,US,AZ,PHOENIX,332003,1120343,KSAZ-TV,BLCDT20100302AAI,1423052,558,DA,48,35587,915,0,97300
15,DT,US,AZ,PHOENIX,332000,1120346,KNXV-TV,BLCDT20090619ABX,1317687,521,ND,458,59440,879.6,,
17,DT,US,AZ,PHOENIX,332002,1120340,KPHO-TV,BLCDT20051205ADF,1102796,507,DA,1000,41223,875,0,67336
20,DT,US,AZ,PHOENIX,332003,1120342,KPAZ-TV,BLCDT20131121AHS,1423243,489,ND,1000,67868,844,,
24,DT,US,AZ,PHOENIX,332001,1120345,KTVK,BLCDT20060630ABT,1133102,501,DA,1000,40993,867,0,43557
26,DT,US,AZ,PHOENIX,332003,1120341,KUTP,BLCDT20130625AAK,1560067,531.5,DA,1000,68886,897.2,0,113722
33,DT,US,AZ,PHOENIX,332000,1120346,KTVW-DT,BLCDT20100818ABA,1393828,510,DA,470,35705,878.6,0,87270
35,DC,US,AZ,PHOENIX,332000,1120346,KFPH-CD,BLDTA20110405AAY,1412302,0,DA,15,2739,859.6,15,24175
36,DC,US,AZ,PHOENIX,332002,1120341,KAZT-CD,BLDTA20100120ACL,1353563,0,DA,15,72618,853.6,0,24175
39,DT,US,AZ,PHOENIX,332003,1120338,KTAZ,BLCDT20090709ADG,1321407,537.5,DA,550,81458,899.5,0,88484
41,CA,US,AZ,PHOENIX,332000,1120345,KPDF-CA,BLTTA20020104AAJ,591294,0,DA,45.9,73764,830.76,30,41966
49,DT,US,AZ,PHOENIX,332002,1120344,KASW,BLCDT20060630ABU,1133126,497,DA,531,7143,863,0,43560
7,DT,US,AZ,PRESCOTT,344115,1120701,KAZT-TV,BLCDT20090612AEO,1317627,792,ND,3.2,35811,2368,,
44,DT,US,AZ,SIERRA VISTA,314532,1104803,KWBA-TV,BLCDT20050614ACW,1067056,319,DA,1000,35095,1827.1,0,65401
51,DT,US,AZ,TOLLESON,332003,1120338,KPPX-TV,BLCDT20120817ABA,1511813,536,ND,1000,26655,902,,
9,DT,US,AZ,TUCSON,322454,1104259,KGUN-TV,BLCDT20090612AFV,1316623,1140,DA,10.3,36918,2670,0,86811
18,DC,US,AZ,TUCSON,322454,1104256,KFTU-CD,BLDTA20120110ADO,1439597,0,DA,15,53004,2652.2,0,102464
19,DT,US,AZ,TUCSON,322456,1104250,KTTU,BLCDT20030926ANZ,688938,1123,DA,480,11908,2659,0,59934
23,DT,US,AZ,TUCSON,322456,1104250,KVOA,BLCDT20071113AJK,1218610,1123,DA,405,25735,2659,0,68106
25,DT,US,AZ,TUCSON,322456,1104250,KMSB,BLCDT20050623ABE,1069565,1123,DA,480,44052,2659,0,64314
28,DT,US,AZ,TUCSON,321253,1110021,KUAS-TV,BLEDT20030115ABS,621334,177.9,DA,50,2722,953.6,0,42999
30,DT,US,AZ,TUCSON,322455,1104251,KUAT-TV,BLEDT20040727ABR,657407,1092.1,DA,668,2731,2651.1,0,67609
32,DT,US,AZ,TUCSON,322456,1104250,KOLD-TV,BLCDT20030911AAI,685018,1123,DA,108,48663,2659,0,43979
38,CA,US,AZ,TUCSON,321456,1110658,KUVE-CA,BLTTA20030418ABB,657467,0,DA,9.9,78036,1362,0,41355
40,DT,US,AZ,TUCSON,321455,1110657,KHRR,BLCDT20090629AAW,1318866,621,DA,396,30601,1383.2,0,85448
11,DT,US,AZ,YUMA,330310,1144940,KYMA-DT,BLCDT20100915ABS,1398952,493,ND,22.3,74449,772.7,,
13,DT,US,AZ,YUMA,330318,1144939,KSWT,BLCDT20120426ABZ,1497426,480,DA,50,33639,763.7,0,108296
32,DT,US,CA,ANAHEIM,341335,1180358,KDOC-TV,BLCDT20060626ACV,1154812,949,DA,1000,24518,1838,0,42876
22,DT,US,CA,ARCATA,404339,1235817,KAEF-TV,BLCDT20071012ASQ,1210014,549.9,DA,45,8263,935.4,0,81081
47,DT,US,CA,AVALON,341337,1180357,KAZA-TV,BLCDT20051223AAZ,1104696,936.6,DA,350,29234,1828.1,0,66764
8,CA,US,CA,BAKERSFIELD,352142,1190334,K08MM,BLTVA20051011ADH,1091504,0,DA,0.9,57456,180.6,0,68928
10,DT,US,CA,BAKERSFIELD,352714,1183537,KERO-TV,BLCDT20100929AEF,1399441,1107,DA,10.8,40878,2317.1,296,100934
16,DC,US,CA,BAKERSFIELD,352620,1184424,KTFB-CA,BDISDTA20070611AKQ,1187619,0,DA,15,18732,1088,286,17793
19,DC,US,CA,BAKERSFIELD,352711,1183525,KBBV-CD,BLDTA20110930BHC,1447700,0,DA,11,69735,2324,282,97878
25,DT,US,CA,BAKERSFIELD,352617,1184422,KGET-TV,BLCDT20030701BOK,669056,405,DA,135,34459,1126,260,44570
29,DC,US,CA,BAKERSFIELD,352711,1183525,KBFX-CD,BLTTA20101018ACF,1465742,0,DA,15,51501,2359,85,92201
31,DC,US,CA,BAKERSFIELD,352715,1183538,KBTF-CD,BLDTA20100921ABW,1397576,0,DA,14.9,34438,2299,253,88657
33,DT,US,CA,BAKERSFIELD,352711,1183525,KBAK-TV,BLCDT20060628ABK,1135055,1128,DA,110,4148,2343,0,27939
39,DC,US,CA,BAKERSFIELD,352714,1183537,KABE-CD,BLDTL20100922ABW,1397580,0,DA,15,18747,2299,253,18181
45,DT,US,CA,BAKERSFIELD,352620,1184424,KUVI-DT,BLCDT20090616ACL,1293465,404,DA,620,7700,1117,0,87276
44,DD,US,CA,BARSTOW,342830,1171830,KILM,BMPCDT20090601AAG,1333036,,,,63865,,,
44,DD,US,CA,BARSTOW,343634,1171711,KILM,BLCDT20090126ADZ,1291007,597,DA,1000,63865,1514,0,85821
44,DD,US,CA,BARSTOW,343634,1171711,KILM,BMPCDT20090601AAG,1333036,597,DA,1000,63865,1514,0,95810
44,DD,US,CA,BARSTOW,341248,1180341,KILM,BMPCDT20090601AAG,1333036,878.9,DA,169,63865,1685.5,0,
44,DD,US,CA,BARSTOW,340217,1164847,KILM,BMPCDT20090601AAG,1333036,767.6,DA,40,63865,2438.5,0,
20,DT,US,CA,BISHOP,372443,1181106,KVME-TV,BLCDT20081103ABE,1275454,924,DA,1.9,83825,3314,310,85486
36,DT,US,CA,CALIPATRIA,330302,1144938,KAJB,BLCDT20090320AAI,1302379,476,DA,155,40517,757.7,0,85249
31,DC,US,CA,CATHEDRAL CITY,335158,1162605,KRET-CA,BDISDTA20090629AAQ,1319680,0,DA,15,10536,478,300,93726
38,DC,US,CA,CATHEDRAL CITY,335156,1162558,KPSP-CD,BLDTA20100930AVC,1394513,0,DA,9,10535,492,170,20753
15,DT,US,CA,CERES,373028,1212220,KBSV,BLEDT20090213AAZ,1293642,575.6,DA,0.421,4939,1015.65,66,89659
24,DT,US,CA,CHICO,401531,1220524,KNVN,BLCDT20090105AFH,1285767,540,DA,321,33745,803.5,0,85128
28,DC,US,CA,CHICO,391220,1214910,KKPM-CD,BLDTA20100914AHF,1396203,0,DA,15,51930,699.8,0,99017
43,DT,US,CA,CHICO,395729,1214249,KHSL-TV,BLCDT20080711ADS,1253111,469,DA,235,24508,1212.8,0,78834
43,DT,US,CA,CLOVIS,364446,1191657,KGMC,BLCDT20090612AIA,1315439,642,ND,283,23302,1046.6,,
14,DT,US,CA,CONCORD,375254,1215505,KTNC-TV,BLCDT20091210ABC,1611449,962,ND,40,21533,1185.4,,
39,DT,US,CA,CORONA,341248,1180341,KVEA,BLCDT20100629AZI,1381533,911,DA,1000,19783,1708,0,89765
23,DT,US,CA,COTATI,382055,1223438,KRCB,BLEDT20081107ACJ,1196273,630.4,DA,105,57945,803.2,0,75264
9,DT,US,CA,EL CENTRO,330319,1144944,KECY-TV,BLCDT20090723AAO,1323550,478,DA,50,51208,762,0,92199
22,DT,US,CA,EL CENTRO,330302,1144938,KVYE,BLCDT20070604ABN,1199511,477.4,DA,1000,36170,759,0,86584
3,DT,US,CA,EUREKA,404350,1235707,KIEM-TV,BLCDT20090622AGO,1317581,485,DA,12.5,53382,922,0,87953
11,DT,US,CA,EUREKA,404339,1235817,KEET,BLEDT20071101AAG,1213473,549.7,ND,38.4,55435,935.3,,
17,DT,US,CA,EUREKA,404339,1235817,KVIQ,BLCDT20030806ACS,677310,550,DA,30,42640,936,270,44483
28,DT,US,CA,EUREKA,404339,1235817,KBVU,BLCDT20130607AAU,1558300,512,DA,50,58618,908,0,113739
8,DT,US,CA,FORT BRAGG,394138,1233443,KQSL,BLCDT20090610AAS,1316192,744,DA,26,8378,1326,0,84907
7,DT,US,CA,FRESNO,370420,1192551,KAIL,BPCDT20100401ABQ,1414713,568.9,DA,36.3,67494,1393.6,0,103756
17,DC,US,CA,FRESNO,364445,1191657,K17JI-D,BLDTA20130205AAH,1539478,0,DA,15,57457,1032,250,110210
22,DC,US,CA,FRESNO,370419,1192549,KZMM-CD,BLDTA20110920ACZ,1444189,0,DA,15,18740,1385,225,88627
30,DT,US,CA,FRESNO,370438,1192600,KFSN-TV,BLCDT20110914ABW,1443908,625,DA,260,8620,1457.7,0,105779
34,DT,US,CA,FRESNO,370414,1192531,KGPE,BLCDT20030702ABJ,669187,577,DA,185,56034,1415,220,44959
38,DT,US,CA,FRESNO,370419,1192549,KSEE,BMLCDT20080324AIQ,1239346,601.1,DA,326,35594,1427.3,0,69073
40,DT,US,CA,FRESNO,364445,1191651,KVPT,BLEDT20040716ACA,1001963,698,DA,250,69733,1102,0,67432
20,DT,US,CA,HANFORD,370422,1192550,KFTV-DT,BLCDT20020906ABE,610634,580,DA,350,34439,1410,0,29793
23,DC,US,CA,HANFORD,370419,1192549,KHMM-CD,BLDTA20101005ABN,1402034,0,DA,15,18745,1379,225,17664
48,DT,US,CA,HUNTINGTON BEACH,341335,1180357,KOCE-TV,BLEDT20041117ADG,1028051,949,DA,1000,4328,1837.8,0,65049
5,CA,US,CA,INDIO,334807,1161327,KEVC-CA,BLTVL19990811JB,287818,0,DA,0.349,51656,547,150,20783
11,DC,US,CA,INDIO,335156,1162558,KVER-LD,BDCCDVL20120920ABN,1516709,0,DA,0.25,190946,484.4,220,18094
45,DC,US,CA,INDIO,340213,1165807,KPOM-LD,BDCCDTL20130809ABE,1564795,0,DA,10.5,191793,1514.5,305,16944
39,DC,US,CA,INDIO/PALM SPRINGS,335158,1162602,KDFX-CA,BDISDTA20110310AAN,1452191,0,DA,4.8,51207,488,190,20753
35,CA,US,CA,LA JOLLA,325025,1171456,K35DG,BLTTA20060621AAL,1134060,0,DA,24.1,66321,251,0,69327
10,CA,US,CA,LOMPOC,344425,1202642,K10OG,BLTVL19981007JB,275176,0,DA,0.162,41125,387.6,180,20776
17,CA,US,CA,LOMPOC,344425,1202642,KLDF-CA,BLTTL19980720JB,271113,0,DA,12.1,41126,387.6,230,20732
18,DT,US,CA,LONG BEACH,341248,1180341,KSCI,BLCDT20100412AEF,1363829,899,DA,700,35608,1704,0,90496
7,DT,US,CA,LOS ANGELES,341337,1180358,KABC-TV,BLCDT20110503ACD,1420105,978,DA,28.7,282,1876.5,0,101157
9,DT,US,CA,LOS ANGELES,341338,1180400,KCAL-TV,BLCDT20090612AIY,1317465,977,DA,25,21422,1870,0,86887
11,DT,US,CA,LOS ANGELES,341329,1180348,KTTV,BLCDT20100709AFD,1423068,903,DA,115,22208,1782.9,0,99538
13,DT,US,CA,LOS ANGELES,341329,1180348,KCOP-TV,BLCDT20100709AFG,1422982,905,DA,120,33742,1785,0,87033
22,DC,US,CA,LOS ANGELES,341355,1180418,KSFV-CD,BLDTL20130503ABH,1550684,0,DA,8,191101,1797,140,111031
25,DC,US,CA,LOS ANGELES,341355,1180418,KNET-CD,BLDTA20120817ACE,1512134,0,DA,12.9,3167,1900,182,107381
27,DC,US,CA,LOS ANGELES,341248,1180341,KHTV-CD,BLDTA20130403ABX,1549258,0,DA,8.1,60026,1680,182,111105
